Flags,d.Liquidity,d.Y_10,d.Slo_(10-2),(d.Y_10) ^2,d.(S-Y)_10,(d.Y_10) ^3,d.Y_2,d.Y_5,d.Y_max,d.Slo_(5-2),d.Slo_(max-2),d.Slo_(max-10),d.Cur(DL),d.Lev(VDM),d.Slo(VDM),d.Cur(VDM),d.VolSkew,d.Leading,d.Coincident,d.Lagging,Leading,Coincident,Lagging,d.AC,d.CR,d.DA,d.DE,d.IC,d.LF,d.LTL,d.R,d.I,d.(R-I),d.(R-M),d.RVol,d.(R-I)Vol,d.(RVol-MVol)
-1,0.784371763,-0.805,0.815,0.648025,0.055,-0.521660125,0.01,-0.522857143,-0.2,-0.532857143,-0.21,0.605,0.08,0.125285714,0.945,-0.379285714,0.034753262,-4.269303641,-2.048155602,2.540013739,-2.134651821,4.214562145,1.219527309,0,0.54,-0.03,-0.09,1,-0.04,-2.45,-32.02579397,-25.26603083,-6.759763136,-21.92038547,-0.141273648,-0.703777611,-0.855319165
-1,-0.312245452,-0.73,0.7,0.5329,-0.1,-0.389017,-0.03,-0.544285714,-0.065,-0.514285714,-0.035,0.665,-0.07,0.389928571,0.805,-0.516428571,0.396399626,-2.446115969,-2.630281678,1.831368981,-2.5389234,4.292504472,1.422788229,0,0.54,-0.03,-0.09,1,-0.04,-2.45,-20.74984106,-23.59412177,2.844280713,-9.483992056,-1.218012424,-1.592817465,-1.816266487
-1,0.447486181,-0.535,0.276818182,0.286225,0.005,-0.153130375,-0.258181818,-0.524285714,0.18,-0.266103896,0.438181818,0.715,-0.181363636,0.859428571,0.02,-0.706428571,2.027127566,-1.336642596,-0.756020554,0.702005928,-2.17502664,5.244647537,1.210912879,0,0.54,-0.03,-0.09,1,-0.04,-2.45,-44.11880003,-33.07662706,-11.04217297,-24.66333509,1.079124004,-0.415729598,-1.594074456
-1,2.298850575,-1.17,0.66,1.3689,-0.17,-1.601613,-0.51,-0.984285714,-0.395,-0.474285714,0.115,0.775,-0.04,0.193928571,0.585,-0.626428571,0.479431637,-6.209371016,0.357762812,-1.125331569,-4.53335413,5.648811126,0,0,0.54,-0.03,-0.09,1,-0.04,-2.45,-41.94110561,-29.56204548,-12.37906013,-25.75795792,2.170382338,0.296344656,-0.958315069
-1,0.886670581,-1.5585,0.8685,2.42892225,-0.1535,-3.785475327,-0.69,-1.295285714,-0.92,-0.605285714,-0.23,0.6385,-0.0065,-0.535571429,1.105,-0.427928571,0.739448848,-3.604472933,1.362962764,-0.509528521,-3.135648821,5.978300716,-0.610999864,0,0.54,-0.03,-0.09,1,-0.04,-2.45,-34.07142702,-15.95208793,-18.11933909,-33.56240426,2.71627927,1.394858698,-0.790191038
-1,3.113392413,-1.09,0.89,1.1881,-0.535,-1.295029,-0.2,-0.611428571,-0.275,-0.411428571,-0.075,0.815,0.505,0.104642857,0.46,-0.432142857,0.17935678,0.080928368,-0.401213352,0.297695388,-1.147240116,5.205636196,-0.823049914,0,0.54,-0.03,-0.09,1,-0.04,-2.45,-31.02522904,-20.7821939,-10.24303514,-29.15449085,1.136448173,1.773887618,0.559934859
-1,4.171824344,-1.72,1.11,2.9584,-0.54,-5.088448,-0.61,-1.155714286,-0.72,-0.545714286,-0.11,1,0.55,-0.238928571,0.67,-0.548571429,-0.489288486,0.176880277,-1.368088628,-0.001665986,-1.050128982,4.647087438,-0.408998525,0,0.54,-0.03,-0.09,1,-0.04,-2.45,-12.70892707,-0.284454624,-12.42447244,-27.1418142,-0.490194372,3.388014856,2.606423467
-1,3.109005294,-1.14,0.691818182,1.2996,-0.683,-1.481544,-0.448181818,-0.647142857,-0.235,-0.198961039,0.213181818,0.905,0.688636364,0.218714286,-0.21,-0.510714286,-0.55164517,1.421682763,-0.764944831,-1.844314572,0.285306898,4.34160297,-1.844314572,0,0.54,-0.03,-0.09,1,-0.04,-2.45,-1.907480751,-5.367737998,3.460257247,-7.77481524,-1.808460387,3.823474222,3.100102875
-1,8.079611594,-1.215,0.587727273,1.476225,-0.505,-1.793613375,-0.627272727,-0.732857143,-0.465,-0.105584416,0.162272727,0.75,0.740454545,-0.168214286,-0.315,-0.364285714,-0.576002978,1.137443824,0.309095603,-1.628628333,0.568721912,4.940573821,-1.324522675,0,0.54,-0.03,-0.09,1,-0.04,-2.45,-22.25756908,-11.57033712,-10.68723196,-27.12255095,-3.295096447,3.9250329,4.428482202
-1,8.110816387,-1.545,0.91,2.387025,-0.67,-3.687953625,-0.635,-0.937857143,-0.77,-0.302857143,-0.135,0.775,0.805,-0.573714286,0.24,-0.289285714,-0.963465784,2.073228414,-1.251467073,-2.141265179,0.18993358,3.579329461,-1.12188836,0,0.54,-0.03,-0.09,1,-0.04,-2.45,3.338930011,10.24828372,-6.909353705,-17.71819841,-3.079837789,4.536446519,5.023987835
-1,6.166827528,-1.205,0.065,1.452025,-0.769,-1.749690125,-1.14,-1.13,-0.415,0.01,0.725,0.79,0.135,0.234,-0.795,-0.73,-0.725702388,2.541695548,-1.311470752,-3.671521257,0.661940951,2.953801244,-1.424235672,0,0.54,-0.03,-0.09,1,-0.04,-2.45,-12.18865917,-3.408845895,-8.779813272,-23.15504138,-2.181049094,5.824189125,6.125307401
-1,6.070310901,-1.44,0.205454545,2.0736,-0.79,-2.985984,-1.234545455,-1.354285714,-0.47,-0.11974026,0.764545455,0.97,0.055909091,0.347428571,-0.615,-0.901428571,0.341802422,0.539932764,-2.343280364,-3.352204797,-1.126772485,1.898791224,-1.01113096,0,0.54,-0.03,-0.09,1,-0.04,-2.45,-6.153132197,1.370759579,-7.523891776,-15.76384638,-2.633797777,5.202595319,5.447722217
0,12.74156878,-1.38,0.220252525,1.9044,-0.843,-2.628072,-1.159747475,-1.255,-0.655,-0.095252525,0.504747475,0.725,0.141060606,-0.0795,-0.425555556,-0.625,-0.286735999,0.717528436,-2.223925433,-1.118568189,-1.417123385,1.990636712,0.10095912,-0.03,-0.31,0.03,0.13,-14.74,5.18,4.07,3.841499868,12.62882388,-8.787324008,-11.67884254,-2.710199551,5.069799012,4.806157126
0,9.811165846,-1.66,0.461666667,2.7556,-0.615,-4.574296,-1.198333333,-1.377857143,-1.15,-0.17952381,0.048333333,0.51,0.345,-0.900214286,0.068333333,-0.284285714,-0.927821307,2.824230299,-2.316361122,-0.819164666,0.285306898,1.97614335,0.603623563,-0.03,-0.31,0.03,0.13,-14.74,5.18,4.07,-17.92246904,-1.121006821,-16.80146222,-26.75958398,-1.382643321,6.222339535,5.598207191
0,6.458700002,-0.59,0.012857143,0.3481,-0.57,-0.205379,-0.577142857,-0.625714286,-0.44,-0.048571429,0.137142857,0.15,-0.097142857,-0.318428571,-0.027142857,-0.178571429,-1.797623069,2.366048666,-2.87462419,-1.210912879,0.191022026,2.370023347,0,-0.03,-0.31,0.03,0.13,-14.74,5.18,4.07,18.92881549,22.73971282,-3.810897331,-6.594642047,-0.13867545,7.211154845,6.379148633
-1,4.938476275,0.345,-0.348441558,0.119025,-0.485,0.041063625,-0.003441558,0.152142857,0.095,0.155584416,0.098441558,-0.25,-0.211168831,-0.006714286,-0.235714286,0.095714286,-0.601394104,5.015282774,-3.597457143,2.213370035,0.481928644,2.051353983,2.213370035,-0.03,-0.31,0.03,0.13,-14.74,5.18,4.07,-11.75060593,4.662429095,-16.41303503,-25.83381396,0.478556651,7.764404719,5.474188061
-1,6.584023916,1.155,-0.870909091,1.334025,-0.5,1.540798875,0.284090909,0.783571429,0.945,0.499480519,0.660909091,-0.21,-0.256818182,1.026142857,-1.275,-0.087142857,-1.012630862,3.521005752,-3.319657417,4.024986036,0.385356932,2.658643299,3.413986172,-0.03,-0.31,0.03,0.13,-14.74,5.18,4.07,11.93757378,10.59434075,1.34323303,1.359589351,1.423395304,6.861753508,5.951823125
-1,5.913094539,1.44,-0.837272727,2.0736,-0.29,2.985984,0.602727273,1.118571429,1.14,0.515844156,0.537272727,-0.3,-0.159545455,1.073142857,-1.215,0.042857143,-1.062104759,1.913527391,-2.448953212,5.662704,0.766287275,2.756682983,4.839654086,-0.03,-0.31,0.03,0.13,-14.74,5.18,4.07,21.14842059,16.78368603,4.364734562,13.30830987,3.233316537,6.737399989,5.686999561
-1,4.275080081,1.04,-0.498181818,1.0816,-0.28,1.124864,0.541818182,0.922308291,0.65,0.380490109,0.108181818,-0.39,0.293636364,0.318153367,-0.9,0.295846633,1.877935269,1.528827838,-2.503054314,5.01441696,0.478698856,2.144033124,4.605418435,-0.03,-0.31,0.03,0.13,-14.74,5.18,4.07,16.4063643,5.469005437,10.93735886,9.236517298,1.245301065,3.112113328,1.885438684
-1,4.653591223,0.89,-0.638636364,0.7921,-0.005,0.704969,0.251363636,0.854529,0.48,0.603165363,0.228636364,-0.41,-0.427272727,0.0608768,-0.44,0.3816232,0.010604513,-0.570613796,-0.778885205,7.082168349,-0.285306898,3.562717764,5.237853777,-0.03,-0.31,0.03,0.13,-14.74,5.18,4.07,-1.27376122,4.783809793,-6.057571014,-9.238758277,1.633967764,2.381535322,1.257906341
-1,3.400301988,1.325,-0.767272727,1.755625,-0.108,2.326203125,0.557727273,0.997090308,0.835,0.439363035,0.277272727,-0.49,-0.159545455,0.577327754,-0.885,0.227672246,-0.257482433,-1.613862067,-2.009590896,6.032452652,-1.045140155,2.930982925,4.707929977,-0.03,-0.31,0.03,0.13,-14.74,5.18,4.07,13.53090156,9.298797995,4.232103563,9.92508362,2.89673502,2.613301841,0.425397665
-1,2.1893815,1.525,-0.770909091,2.325625,-8.88178E-16,3.546578125,0.754090909,1.234497859,1.07,0.48040695,0.315909091,-0.455,-0.246818182,0.848901713,-0.84,0.222598287,1.290457048,-1.334984259,-0.223651108,4.450486124,-1.145050679,3.355678353,3.328597763,-0.03,-0.31,0.03,0.13,-14.74,5.18,4.07,0.595157736,-0.527235563,1.122393299,3.081446199,2.912077783,2.324122892,-0.453997128
-1,3.132467971,2.245,-0.229090909,5.040025,0.259,11.31485613,2.015909091,1.472432853,1.19,-0.543476238,-0.825909091,-1.055,1.216818182,0.817553717,-0.62,0.436946283,0.284446686,-2.564947951,0.720081321,4.053305195,-1.903007,3.673882565,2.629069523,-0.03,-0.31,0.03,0.13,-14.74,5.18,4.07,15.34288389,5.654234226,9.688649662,21.5711426,2.760980719,2.236599163,-1.002246389
-1,3.261377441,2.075,-0.288636364,4.305625,0.376,8.934171875,1.786363636,1.519093032,0.915,-0.267270604,-0.871363636,-1.16,0.847727273,0.235725574,-0.265,0.715274426,0.128146936,-0.587555214,1.793936035,3.222276321,-1.714327699,3.692727259,2.211145361,-0.03,-0.31,0.03,0.13,-14.74,5.18,4.07,25.99620285,19.95677033,6.039432526,21.20755594,3.420552222,2.721745409,-0.481502758
-1,3.131447097,1.805,-0.458434343,3.258025,0.478,5.880735125,1.346565657,1.345599455,0.775,-0.000966202,-0.571565657,-1.03,0.357575758,0.132020436,-0.244444444,0.662479564,-0.036677158,-0.89289271,0.367237771,0.903065378,-2.310016095,2.357874482,1.004024499,0.01,-0.11,0.04,0.12,3.45,-7.36,2.09,29.92901933,17.75352423,12.1754951,27.19590532,4.669951513,3.329163933,0.684866882
-1,2.873563218,2.31,-0.753030303,5.3361,0.505,12.326391,1.556969697,1.749061892,1.525,0.192092195,-0.031969697,-0.785,0.007272727,1.218750487,-0.728333333,0.336249513,0.732778118,-3.960768964,0.062663254,-0.003621763,-3.675462066,2.038806604,0.6000018,0.01,-0.11,0.04,0.12,3.45,-7.36,2.09,57.36609682,41.72311013,15.64298668,43.73603262,3.745259564,2.567633691,0.638054016
-1,4.547597996,1.03,-0.009220779,1.0609,0.325,1.092727,1.020779221,1.031810043,0.725,0.011030822,-0.295779221,-0.305,0.384415584,0.406551966,-0.097857143,0.306448034,0.722692616,-2.997205191,-1.963518722,0,-2.806183166,0.406504625,0,0.01,-0.11,0.04,0.12,3.45,-7.36,2.09,18.38642123,6.885988898,11.50043233,26.23274119,1.057482402,0.644900147,-0.777250523
0,3.323017978,0.595,0.152987013,0.354025,0.375,0.210644875,0.747987013,0.721887894,0.415,-0.026099119,-0.332987013,-0.18,0.50525974,0.124489685,-0.019285714,0.281510315,1.264570314,-2.718288252,-1.848514157,-2.812174219,-2.236359609,0.202839826,-0.598804184,0.01,-0.11,0.04,0.12,3.45,-7.36,2.09,62.28375401,37.6892102,24.59454381,53.41606026,-0.329256603,-0.563768876,0.982137091
0,2.107279693,0.25,0.527727273,0.0625,0.34,0.015625,0.777727273,0.634108603,0.085,-0.14361867,-0.692727273,-0.165,0.585454545,-0.402286882,0.635,0.472286882,-1.223147415,-2.720093331,-3.469184717,-3.413986172,-2.3347364,-0.810541418,0,0.01,-0.11,0.04,0.12,3.45,-7.36,2.09,44.76027237,25.78594539,18.97432698,41.34695348,-3.031402222,-1.330020054,-0.269201007
0,1.538461538,-0.435,0.826818182,0.189225,0.085,-0.082312875,0.391818182,0.245955625,-0.64,-0.145862557,-1.031818182,-0.205,0.418636364,-1.3687645,1.44,0.7497645,0.013139821,-2.79045277,-3.768837373,-5.431955916,-2.024165495,-1.01215439,-0.59230183,0.01,-0.11,0.04,0.12,3.45,-7.36,2.09,10.60321585,4.541328636,6.061887218,12.32351436,-5.085067639,-2.625634282,-1.647819545
0,1.53256705,0.57,0.285,0.3249,0.35,0.185193,0.855,0.837691709,0.095,-0.017308291,-0.76,-0.475,0.275,-0.558153367,0.77,0.689153367,-1.948862717,-1.921725339,-1.942216708,-5.687573609,-1.443026483,0.201816416,-1.082155174,0.01,-0.11,0.04,0.12,3.45,-7.36,2.09,1.632100903,1.183818526,0.448282377,12.79854929,-3.873113679,-1.237770042,-0.339080762
0,-0.574712644,0.1,0.6,0.01,0.238,0.001,0.7,0.310471,-0.36,-0.389529,-1.06,-0.46,0.84,-0.9748768,0.82,0.6283768,0.048009294,-1.346990505,-3.662767798,-6.124996116,-1.632297403,-0.100050033,-0.887142339,0.01,-0.11,0.04,0.12,3.45,-7.36,2.09,9.08222875,-8.727944423,17.81017317,21.15831472,-2.229753495,0.014461354,-0.017675281
0,-0.576923077,-0.67,0.74,0.4489,0.188,-0.300763,0.07,-0.174233165,-0.84,-0.244233165,-0.91,-0.17,0.245,-1.397613468,1.405,0.566613468,0.52866353,0.085439891,-3.130384786,-5.296744239,-0.959700264,-0.199401861,-0.588814263,0.01,-0.11,0.04,0.12,3.45,-7.36,2.09,8.017510797,-14.31253917,22.33004996,16.39548556,-2.158622692,-0.33723624,0.069300884
0,0.574712644,-0.11,0.57,0.0121,0.177,-0.001331,0.46,0.284073569,-0.535,-0.175926431,-0.995,-0.425,0.415,-1.243758856,1.15,0.740258856,1.627047753,-1.08696823,-3.155878087,-3.031420724,-2.232018909,0.199800266,0.297177039,0.01,-0.11,0.04,0.12,3.45,-7.36,2.09,6.379266827,-19.06229194,25.44155877,18.13359291,-2.043645552,-0.614409849,-0.04755047
0,0.134099617,-1.92,0.58,3.6864,-0.04,-7.077888,-1.34,-0.743861425,-1.655,0.596138575,-0.315,0.265,-0.82,-2.36991086,1.715,0.67591086,-0.801929529,-0.429460257,-3.273882031,-2.429667662,-2.332467257,0.400000533,0.199401861,0.01,-0.11,0.04,0.12,3.45,-7.36,2.09,-26.25281962,-27.07466428,0.821844658,-24.86886428,-0.953237235,-1.258998478,-0.256442331
0,-0.826702034,-0.835,0.365,0.697225,0.179,-0.582182875,-0.47,-0.032664461,-0.885,0.437335539,-0.415,-0.05,-0.265,-1.537868431,1.045,0.691868431,0.353771442,-0.323588535,-2.491511614,-2.012535564,-2.037916234,1.201215645,0.198609797,0.01,-0.11,0.04,0.12,3.45,-7.36,2.09,-24.91765396,-32.69175168,7.774097714,-15.89339452,-0.475208241,-0.730976539,0.488597346
1,-2.681992337,-0.495,0.555,0.245025,0.189,-0.121287375,0.06,0.189400545,-0.53,0.129400545,-0.59,-0.035,0.18,-1.081020436,0.965,0.582520436,-1.38328001,1.233157916,-0.15337639,-0.605220381,-1.076858179,2.204498092,0.398804118,-0.02,0.19,0.02,0.14,-3.12,41.24,6.21,-49.5017973,-45.37711001,-4.124687295,-36.4508491,-1.780242677,-0.933023185,-0.757766441
1,-0.415070243,-0.365,0.56,0.133225,0.067,-0.048627125,0.195,0.253080965,-0.49,0.058080965,-0.685,-0.125,0.345,-1.091464772,0.9,0.619464772,-0.196493724,4.460549513,-1.234782172,-0.003578561,0.785087448,0.804024432,0.596423239,-0.02,0.19,0.02,0.14,-3.12,41.24,6.21,-59.48380915,-53.87239444,-5.611414705,-43.89807409,-0.168646635,0.700809345,0.245580688
1,-0.347337184,-0.035,0.53,0.001225,0.06,-4.2875E-05,0.495,0.4560471,-0.33,-0.0389529,-0.825,-0.295,0.51,-0.97283768,0.845,0.68783768,0.015230639,2.018001746,0.401580581,1.295483987,-0.78818142,0.808085205,1.295483987,-0.02,0.19,0.02,0.14,-3.12,41.24,6.21,-43.15921978,-40.69205761,-2.467162172,-29.11456974,2.052197126,2.216114986,1.342835492
1,-0.574480437,0.125,0.395,0.015625,-0.006,0.001953125,0.52,0.53739782,-0.065,0.01739782,-0.585,-0.19,0.15,-0.551918256,0.83,0.519918256,2.919023362,1.14885507,0.503876896,1.098056345,-1.087504539,0.706716722,0.49925216,-0.02,0.19,0.02,0.14,-3.12,41.24,6.21,-69.09869971,-67.02884757,-2.06985214,-42.3550101,3.96200464,3.518741697,1.299588656
1,-0.365682015,0.175,0.385,0.030625,0.02,0.005359375,0.56,0.519462826,-0.105,-0.040537174,-0.665,-0.28,0.47,-0.632070261,0.58,0.555570261,2.14660762,-0.358693252,1.923350069,-1.592073429,-2.693429652,1.112808651,-1.592073429,-0.02,0.19,0.02,0.14,-3.12,41.24,6.21,-89.91416202,-76.28646709,-13.62769492,-67.95612803,5.634361278,3.850078941,1.287671255
1,-2.189182789,0.62,0.055,0.3844,0.2,0.238328,0.675,0.621187232,0.34,-0.053812768,-0.335,-0.28,0.51,0.093550214,-0.12,0.280949786,1.90196409,-2.354643483,2.02430878,-0.402731255,-4.378808978,1.01215439,-0.995033085,-0.02,0.19,0.02,0.14,-3.12,41.24,6.21,-70.88763605,-57.04675438,-13.84088167,-50.04667136,9.111936161,6.943907634,2.997086991
1,-3.745604544,0.31,-0.025,0.0961,0.15,0.029791,0.285,0.399285714,0.14,0.114285714,-0.145,-0.17,-0.075,-0.063928571,0.195,0.241428571,-0.353164975,-3.523237286,0.200598614,-0.312289732,-4.966263769,0.40241503,-1.394444906,-0.02,0.19,0.02,0.14,-3.12,41.24,6.21,-80.47313527,-55.7541483,-24.71898697,-70.81267604,14.2783881,10.77209818,6.651463002
1,-2.921333137,0.645,-0.18,0.416025,0.242,0.268336125,0.465,0.677142857,0.455,0.212142857,-0.01,-0.19,-0.255,0.278285714,0.085,0.215714286,0.272266248,-2.922945565,0.3000501,-1.112924332,-4.555242969,0.200000067,-2.000066671,-0.02,0.19,0.02,0.14,-3.12,41.24,6.21,-64.72522321,-25.57824528,-39.14697792,-66.83765439,15.36334872,12.74575137,9.639080574
1,-4.499507595,1.24,-0.135,1.5376,0.265,1.906624,1.105,1.300714286,0.905,0.195714286,-0.2,-0.335,0.635,0.567928571,-0.57,0.383571429,-0.243002868,-4.388108544,0.398803721,-1.902595118,-5.347808808,0.199401861,-2.491409381,-0.02,0.19,0.02,0.14,-3.12,41.24,6.21,-95.22423999,-40.32704301,-54.89719698,-90.6290585,18.24515226,16.90718192,12.92898628
1,-5.530407127,1.975,-0.045,3.900625,0.433,7.703734375,1.93,2.060714286,1.8,0.130714286,-0.13,-0.175,1.65,1.580428571,-1.565,0.243571429,0.72676941,-1.364772398,0.595432553,-3.004109236,-3.596791308,0.795232819,-2.706932197,-0.02,0.19,0.02,0.14,-3.12,41.24,6.21,-107.66599,-30.55373243,-77.11225758,-105.9140602,21.13610347,20.79736276,16.96904511
1,-5.3004643,2.34,-0.395,5.4756,0.545,12.812904,1.945,2.247142857,2.145,0.302142857,0.2,-0.195,0.06,2.043785714,-0.655,0.120714286,0.392174808,-1.680107144,0.197016165,-2.925466682,-4.012574401,0.597016699,-2.726064821,-0.02,0.19,0.02,0.14,-3.12,41.24,6.21,-82.19638709,-27.17358547,-55.02280162,-70.29201161,22.7226666,23.29046855,19.86490211
1,-3.360403617,1.78,-0.09,3.1684,0.395,5.639752,1.69,1.833571429,1.895,0.143571429,0.205,0.115,0.11,1.943142857,-0.405,-0.072142857,-1.162416667,-2.679466176,-0.408347269,-3.732546442,-4.717382409,0.792868376,-3.533936645,-0.02,0.19,0.02,0.14,-3.12,41.24,6.21,-57.9193369,-30.50484988,-27.41448702,-40.35435646,32.23536408,31.23394033,27.82955286
1,-2.206961883,1.35,-0.205,1.8225,0.406,2.460375,1.145,1.292857143,1.445,0.147857143,0.3,0.095,-0.36,1.573714286,-0.145,-0.140714286,2.973457295,-2.939745994,-1.710181712,-3.634677949,-4.016604173,0.49431638,-3.235873831,0,0.23,0.08,0.44,-8.69,-36.8,2.1,-8.444808756,-5.62728622,-2.817522536,-1.922901343,36.75548581,34.24229756,32.07983119
1,-1.915708812,1.015,-0.165,1.030225,0.313,1.045678375,0.85,0.982857143,1.12,0.132857143,0.27,0.105,-0.405,1.259714286,-0.03,-0.130714286,1.847677519,-5.693433678,0.784886851,-4.12679491,-4.908346231,1.588911283,-3.530371671,0,0.23,0.08,0.44,-8.69,-36.8,2.1,7.223523587,-6.769771326,13.99329491,20.62818022,38.68947878,35.6221871,34.02154848
1,-9.258661186,1.23,-0.375,1.5129,0.37,1.860867,0.855,1.047857143,1.145,0.192857143,0.29,-0.085,-0.66,1.214714286,-0.005,-0.060714286,-0.058759705,-2.632675278,1.969871205,-6.164599904,-3.420856698,2.777956411,-4.869115917,0,0.23,0.08,0.44,-8.69,-36.8,2.1,2.984945889,-0.359042707,3.343988596,2.787723686,40.89885035,37.56612486,36.31087462
1,-8.540990319,0.54,-0.25,0.2916,0.531,0.157464,0.29,0.379285714,0.655,0.089285714,0.365,0.115,-1.185,0.874571429,0.57,-0.243571429,-3.538582331,-0.920595067,1.973344428,-4.772537119,-2.008099606,2.680061151,-4.273284959,0,0.23,0.08,0.44,-8.69,-36.8,2.1,15.92333955,11.99106323,3.932276326,16.65953334,41.7506807,38.03753529,36.44226053
1,-9.852637784,0.39,-0.155,0.1521,0.54,0.059319,0.235,0.215,0.455,-0.02,0.22,0.065,-1.075,0.66,0.7,-0.205,-0.184218813,1.370255131,1.5672525,-2.502664422,-1.323174521,2.680061151,-4.094737851,0,0.23,0.08,0.44,-8.69,-36.8,2.1,55.63740084,37.12758394,18.5098169,56.77729852,42.89937205,39.93064043,38.86423987
